locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNONLJBP_05473	CDS	495				hypothetical protein
MNONLJBP_05474	CDS	249				hypothetical protein
MNONLJBP_05475	CDS	180				hypothetical protein
MNONLJBP_05476	CDS	237				hypothetical protein
MNONLJBP_05477	CDS	354				hypothetical protein
MNONLJBP_05478	CDS	429	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MNONLJBP_05479	CDS	219				hypothetical protein
MNONLJBP_05480	tRNA	75				tRNA-Pro(cgg)
MNONLJBP_05481	CDS	189				hypothetical protein
MNONLJBP_05482	CDS	312				hypothetical protein
MNONLJBP_05483	CDS	429	adhE		COG1012	Aldehyde-alcohol dehydrogenase
MNONLJBP_05484	CDS	456				hypothetical protein
MNONLJBP_05485	CDS	414				hypothetical protein
MNONLJBP_05486	CDS	318				hypothetical protein
MNONLJBP_05487	CDS	168				hypothetical protein
MNONLJBP_05488	CDS	225				hypothetical protein
MNONLJBP_05489	CDS	258				hypothetical protein
MNONLJBP_05490	CDS	123	rplR_2		COG0256	50S ribosomal protein L18
MNONLJBP_05491	CDS	300				hypothetical protein
MNONLJBP_05492	CDS	99				hypothetical protein
MNONLJBP_05493	CDS	234				hypothetical protein
MNONLJBP_05494	CDS	489	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase
MNONLJBP_05495	CDS	525		1.1.1.325		Sepiapterin reductase
MNONLJBP_05496	CDS	405				hypothetical protein
MNONLJBP_05497	CDS	258				hypothetical protein
MNONLJBP_05498	CDS	258				hypothetical protein
MNONLJBP_05499	CDS	150				hypothetical protein
MNONLJBP_05500	CDS	237	ppiA_2	5.2.1.8		Peptidyl-prolyl cis-trans isomerase A
MNONLJBP_05501	CDS	135				hypothetical protein
MNONLJBP_05502	CDS	438	purH_2		COG0138	Bifunctional purine biosynthesis protein PurH
MNONLJBP_05503	CDS	252				hypothetical protein
MNONLJBP_05504	CDS	240				hypothetical protein
MNONLJBP_05505	CDS	552	yigZ		COG1739	IMPACT family member YigZ
MNONLJBP_05506	CDS	180				hypothetical protein
MNONLJBP_05507	CDS	483	pip_2	3.4.11.5		Proline iminopeptidase
MNONLJBP_05508	CDS	447				hypothetical protein
MNONLJBP_05509	CDS	390	modC_2	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
MNONLJBP_05510	CDS	288				hypothetical protein
MNONLJBP_05511	CDS	354				hypothetical protein
MNONLJBP_05512	CDS	327				hypothetical protein
MNONLJBP_05513	CDS	216				hypothetical protein
MNONLJBP_05514	CDS	267				hypothetical protein
MNONLJBP_05515	CDS	366	atpG_2			ATP synthase gamma chain
MNONLJBP_05516	CDS	327	carB_3	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
MNONLJBP_05517	CDS	243				hypothetical protein
MNONLJBP_05518	CDS	279				hypothetical protein
MNONLJBP_05519	CDS	201				hypothetical protein
MNONLJBP_05520	CDS	393				hypothetical protein
MNONLJBP_05521	CDS	204				hypothetical protein
MNONLJBP_05522	CDS	294				hypothetical protein
MNONLJBP_05523	CDS	219				hypothetical protein
MNONLJBP_05524	CDS	282				hypothetical protein
MNONLJBP_05525	CDS	174				hypothetical protein
MNONLJBP_05526	CDS	477				hypothetical protein
MNONLJBP_05527	CDS	105				hypothetical protein
MNONLJBP_05528	CDS	153				hypothetical protein
MNONLJBP_05529	CDS	267				hypothetical protein
MNONLJBP_05530	CDS	540	srrA		COG0745	Transcriptional regulatory protein SrrA
MNONLJBP_05531	CDS	333				hypothetical protein
MNONLJBP_05532	CDS	150				hypothetical protein
MNONLJBP_05533	CDS	294	pepC	3.4.22.40	COG3579	Aminopeptidase C
MNONLJBP_05534	CDS	471	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
MNONLJBP_05535	CDS	354				hypothetical protein
MNONLJBP_05536	CDS	390	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MNONLJBP_05537	CDS	330				hypothetical protein
MNONLJBP_05538	CDS	207				hypothetical protein
MNONLJBP_05539	CDS	276				hypothetical protein
MNONLJBP_05540	CDS	405	bioY		COG1268	Biotin transporter BioY
MNONLJBP_05541	CDS	234	purC_2	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
	repeat_region	401				
MNONLJBP_05542	CDS	156				hypothetical protein
MNONLJBP_05543	CDS	321				hypothetical protein
MNONLJBP_05544	CDS	414				hypothetical protein
MNONLJBP_05545	CDS	348				hypothetical protein
MNONLJBP_05546	CDS	231				hypothetical protein
MNONLJBP_05547	CDS	411		5.1.1.13	COG1794	Aspartate racemase
MNONLJBP_05548	CDS	204				hypothetical protein
MNONLJBP_05549	CDS	219				hypothetical protein
MNONLJBP_05550	CDS	414			COG1765	putative protein
MNONLJBP_05551	CDS	183				hypothetical protein
MNONLJBP_05552	CDS	240				hypothetical protein
MNONLJBP_05553	CDS	429	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MNONLJBP_05554	CDS	525	acn_2	4.2.1.3	COG1048	Aconitate hydratase A
MNONLJBP_05555	CDS	450				hypothetical protein
MNONLJBP_05556	CDS	465		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MNONLJBP_05557	CDS	204				hypothetical protein
MNONLJBP_05558	CDS	492				hypothetical protein
MNONLJBP_05559	CDS	117				hypothetical protein
MNONLJBP_05560	CDS	165				hypothetical protein
MNONLJBP_05561	CDS	219				hypothetical protein
MNONLJBP_05562	CDS	351	pbpA_2		COG0768	Penicillin-binding protein A
MNONLJBP_05563	CDS	156				hypothetical protein
MNONLJBP_05564	CDS	534	upp_2	2.4.2.9		Uracil phosphoribosyltransferase
MNONLJBP_05565	CDS	99				hypothetical protein
MNONLJBP_05566	CDS	216				hypothetical protein
MNONLJBP_05567	CDS	114				hypothetical protein
MNONLJBP_05568	CDS	198				hypothetical protein
MNONLJBP_05569	CDS	129				hypothetical protein
MNONLJBP_05570	CDS	246				hypothetical protein
MNONLJBP_05571	CDS	372	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MNONLJBP_05572	CDS	330	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MNONLJBP_05573	CDS	303				hypothetical protein
MNONLJBP_05574	CDS	300	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MNONLJBP_05575	CDS	333				hypothetical protein
MNONLJBP_05576	CDS	378				hypothetical protein
MNONLJBP_05577	CDS	237				hypothetical protein
MNONLJBP_05578	CDS	405			COG0325	Pyridoxal phosphate homeostasis protein
MNONLJBP_05579	CDS	186				hypothetical protein
MNONLJBP_05580	CDS	222				hypothetical protein
MNONLJBP_05581	CDS	126				hypothetical protein
MNONLJBP_05582	CDS	477				hypothetical protein
MNONLJBP_05583	CDS	114				hypothetical protein
MNONLJBP_05584	CDS	144				hypothetical protein
MNONLJBP_05585	CDS	195	rpmB_3		COG0227	50S ribosomal protein L28
MNONLJBP_05586	CDS	273				hypothetical protein
MNONLJBP_05587	CDS	528				hypothetical protein
MNONLJBP_05588	CDS	153				hypothetical protein
MNONLJBP_05589	CDS	339				hypothetical protein
MNONLJBP_05590	CDS	276				hypothetical protein
MNONLJBP_05591	CDS	144				hypothetical protein
MNONLJBP_05592	CDS	195				hypothetical protein
MNONLJBP_05593	CDS	90				hypothetical protein
MNONLJBP_05594	CDS	393				hypothetical protein
MNONLJBP_05595	CDS	222				hypothetical protein
MNONLJBP_05596	CDS	441	cytR		COG1609	HTH-type transcriptional repressor CytR
MNONLJBP_05597	CDS	387	grpE_2		COG0576	Protein GrpE
MNONLJBP_05598	CDS	192				hypothetical protein
MNONLJBP_05599	CDS	99				hypothetical protein
MNONLJBP_05600	CDS	198				hypothetical protein
MNONLJBP_05601	CDS	129				hypothetical protein
MNONLJBP_05602	CDS	348				hypothetical protein
MNONLJBP_05603	CDS	387	recX_2			Regulatory protein RecX
MNONLJBP_05604	CDS	360				hypothetical protein
MNONLJBP_05605	CDS	369				hypothetical protein
MNONLJBP_05606	CDS	330				hypothetical protein
MNONLJBP_05607	CDS	111				hypothetical protein
MNONLJBP_05608	CDS	372				hypothetical protein
MNONLJBP_05609	CDS	369				hypothetical protein
MNONLJBP_05610	CDS	108				hypothetical protein
MNONLJBP_05611	CDS	213				hypothetical protein
MNONLJBP_05612	CDS	210				hypothetical protein
MNONLJBP_05613	CDS	123				hypothetical protein
MNONLJBP_05614	CDS	165				hypothetical protein
MNONLJBP_05615	CDS	381				hypothetical protein
MNONLJBP_05616	CDS	363				hypothetical protein
MNONLJBP_05617	CDS	321				hypothetical protein
MNONLJBP_05618	CDS	483	dcd_2	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
MNONLJBP_05619	CDS	111				hypothetical protein
MNONLJBP_05620	CDS	348				hypothetical protein
MNONLJBP_05621	CDS	294				hypothetical protein
MNONLJBP_05622	CDS	102				hypothetical protein
MNONLJBP_05623	CDS	174	uppS_2	2.5.1.86	COG0020	Decaprenyl diphosphate synthase
MNONLJBP_05624	CDS	90				hypothetical protein
MNONLJBP_05625	CDS	135				hypothetical protein
MNONLJBP_05626	CDS	135				hypothetical protein
MNONLJBP_05627	CDS	168				hypothetical protein
MNONLJBP_05628	CDS	333				hypothetical protein
MNONLJBP_05629	CDS	354				hypothetical protein
MNONLJBP_05630	CDS	96				hypothetical protein
MNONLJBP_05631	CDS	285				hypothetical protein
MNONLJBP_05632	CDS	306				hypothetical protein
MNONLJBP_05633	CDS	294				hypothetical protein
MNONLJBP_05634	CDS	360				hypothetical protein
MNONLJBP_05635	CDS	138				hypothetical protein
MNONLJBP_05636	CDS	174				hypothetical protein
MNONLJBP_05637	CDS	231				hypothetical protein
MNONLJBP_05638	CDS	336				hypothetical protein
MNONLJBP_05639	CDS	246				hypothetical protein
MNONLJBP_05640	CDS	135				hypothetical protein
MNONLJBP_05641	CDS	249				hypothetical protein
MNONLJBP_05642	CDS	342				hypothetical protein
MNONLJBP_05643	CDS	363				hypothetical protein
MNONLJBP_05644	CDS	186	thiG_2	2.8.1.10		Thiazole synthase
MNONLJBP_05645	CDS	156				hypothetical protein
MNONLJBP_05646	CDS	192				hypothetical protein
MNONLJBP_05647	CDS	288				hypothetical protein
MNONLJBP_05648	CDS	177				hypothetical protein
MNONLJBP_05649	CDS	222				hypothetical protein
MNONLJBP_05650	CDS	102				hypothetical protein
MNONLJBP_05651	CDS	162				hypothetical protein
MNONLJBP_05652	CDS	429				hypothetical protein
MNONLJBP_05653	CDS	333				hypothetical protein
MNONLJBP_05654	CDS	198				hypothetical protein
MNONLJBP_05655	CDS	114				hypothetical protein
MNONLJBP_05656	CDS	483				hypothetical protein
MNONLJBP_05657	CDS	432				hypothetical protein
MNONLJBP_05658	CDS	180				hypothetical protein
MNONLJBP_05659	CDS	192				hypothetical protein
MNONLJBP_05660	CDS	273				hypothetical protein
MNONLJBP_05661	CDS	141				hypothetical protein
MNONLJBP_05662	CDS	180	glnA	6.3.1.2	COG0174	Glutamine synthetase
MNONLJBP_05663	CDS	324				hypothetical protein
MNONLJBP_05664	CDS	129				hypothetical protein
MNONLJBP_05665	CDS	363	clpC1_2			ATP-dependent Clp protease ATP-binding subunit ClpC1
MNONLJBP_05666	CDS	153				hypothetical protein
MNONLJBP_05667	CDS	453				hypothetical protein
MNONLJBP_05668	CDS	378				hypothetical protein
MNONLJBP_05669	CDS	216				hypothetical protein
MNONLJBP_05670	CDS	237				hypothetical protein
MNONLJBP_05671	CDS	123				hypothetical protein
MNONLJBP_05672	CDS	255				hypothetical protein
MNONLJBP_05673	CDS	183				hypothetical protein
MNONLJBP_05674	CDS	249		1.-.-.-	COG0695	Putative glutaredoxin.1
MNONLJBP_05675	CDS	294				hypothetical protein
MNONLJBP_05676	CDS	447	uvrA_2		COG0178	UvrABC system protein A
MNONLJBP_05677	CDS	216				hypothetical protein
MNONLJBP_05678	CDS	270				hypothetical protein
MNONLJBP_05679	CDS	111				hypothetical protein
MNONLJBP_05680	CDS	159				hypothetical protein
MNONLJBP_05681	CDS	153				hypothetical protein
MNONLJBP_05682	CDS	210				hypothetical protein
MNONLJBP_05683	CDS	117				hypothetical protein
MNONLJBP_05684	CDS	108				hypothetical protein
MNONLJBP_05685	CDS	342				hypothetical protein
MNONLJBP_05686	CDS	348				hypothetical protein
MNONLJBP_05687	CDS	315				hypothetical protein
MNONLJBP_05688	CDS	327				hypothetical protein
MNONLJBP_05689	CDS	300				hypothetical protein
MNONLJBP_05690	CDS	90				hypothetical protein
MNONLJBP_05691	CDS	282				hypothetical protein
MNONLJBP_05692	CDS	201				hypothetical protein
MNONLJBP_05693	CDS	279				hypothetical protein
MNONLJBP_05694	CDS	222				hypothetical protein
MNONLJBP_05695	CDS	294				hypothetical protein
MNONLJBP_05696	CDS	312				hypothetical protein
MNONLJBP_05697	CDS	300				hypothetical protein
MNONLJBP_05698	CDS	195				hypothetical protein
MNONLJBP_05699	CDS	207				hypothetical protein
MNONLJBP_05700	CDS	150				hypothetical protein
MNONLJBP_05701	CDS	279	rplB_2		COG0090	50S ribosomal protein L2
MNONLJBP_05702	CDS	318				hypothetical protein
MNONLJBP_05703	CDS	432				hypothetical protein
MNONLJBP_05704	CDS	459				hypothetical protein
MNONLJBP_05705	CDS	252				hypothetical protein
MNONLJBP_05706	CDS	267				hypothetical protein
MNONLJBP_05707	CDS	216	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MNONLJBP_05708	tRNA	74				tRNA-Lys(ttt)
MNONLJBP_05709	CDS	465				hypothetical protein
MNONLJBP_05710	CDS	231				hypothetical protein
MNONLJBP_05711	CDS	366				hypothetical protein
MNONLJBP_05712	CDS	180				hypothetical protein
MNONLJBP_05713	CDS	273				hypothetical protein
MNONLJBP_05714	CDS	228	rnhB_2	3.1.26.4	COG0164	Ribonuclease HII
MNONLJBP_05715	CDS	150				hypothetical protein
MNONLJBP_05716	CDS	294				hypothetical protein
MNONLJBP_05717	CDS	432	glnE_2		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MNONLJBP_05718	CDS	90				hypothetical protein
MNONLJBP_05719	CDS	261				hypothetical protein
MNONLJBP_05720	CDS	348				hypothetical protein
MNONLJBP_05721	CDS	231				hypothetical protein
MNONLJBP_05722	CDS	219				hypothetical protein
MNONLJBP_05723	CDS	366				hypothetical protein
MNONLJBP_05724	CDS	96				hypothetical protein
MNONLJBP_05725	CDS	180				hypothetical protein
MNONLJBP_05726	CDS	399	mrp_2		COG0489	Iron-sulfur cluster carrier protein
MNONLJBP_05727	CDS	285				hypothetical protein
MNONLJBP_05728	CDS	180				hypothetical protein
MNONLJBP_05729	CDS	213				hypothetical protein
MNONLJBP_05730	CDS	135				hypothetical protein
MNONLJBP_05731	CDS	102				hypothetical protein
MNONLJBP_05732	CDS	219	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MNONLJBP_05733	CDS	210				hypothetical protein
MNONLJBP_05734	CDS	108				hypothetical protein
MNONLJBP_05735	CDS	288	ilvH_2	2.2.1.6	COG0440	Acetolactate synthase small subunit
MNONLJBP_05736	CDS	465				hypothetical protein
MNONLJBP_05737	CDS	228				hypothetical protein
MNONLJBP_05738	CDS	348				hypothetical protein
MNONLJBP_05739	CDS	276				hypothetical protein
MNONLJBP_05740	CDS	267	rpsQ_2		COG0186	30S ribosomal protein S17
MNONLJBP_05741	CDS	222				hypothetical protein
MNONLJBP_05742	CDS	423	galT_2	2.7.7.12		Galactose-1-phosphate uridylyltransferase
MNONLJBP_05743	tRNA	73				tRNA-Thr(ggt)
MNONLJBP_05744	tRNA	75				tRNA-Met(cat)
MNONLJBP_05745	CDS	171	rpmG2_3		COG0267	50S ribosomal protein L33 2
MNONLJBP_05746	CDS	339				hypothetical protein
MNONLJBP_05747	CDS	249				hypothetical protein
MNONLJBP_05748	CDS	468				hypothetical protein
MNONLJBP_05749	CDS	135				hypothetical protein
MNONLJBP_05750	CDS	129				hypothetical protein
MNONLJBP_05751	CDS	474			COG0488	putative ABC transporter ATP-binding protein
MNONLJBP_05752	CDS	111				hypothetical protein
MNONLJBP_05753	CDS	342				hypothetical protein
MNONLJBP_05754	CDS	303				hypothetical protein
MNONLJBP_05755	CDS	120				hypothetical protein
MNONLJBP_05756	CDS	141				hypothetical protein
MNONLJBP_05757	CDS	474				hypothetical protein
MNONLJBP_05758	CDS	93				hypothetical protein
MNONLJBP_05759	CDS	231				hypothetical protein
MNONLJBP_05760	CDS	384	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
MNONLJBP_05761	CDS	402	czcD			Metal cation efflux system protein CzcD
MNONLJBP_05762	CDS	201				hypothetical protein
MNONLJBP_05763	CDS	159	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
MNONLJBP_05764	CDS	285				hypothetical protein
MNONLJBP_05765	CDS	210				hypothetical protein
MNONLJBP_05766	CDS	279				hypothetical protein
MNONLJBP_05767	CDS	357	mltG_2	4.2.2.-	COG1559	Endolytic murein transglycosylase
MNONLJBP_05768	CDS	120				hypothetical protein
MNONLJBP_05769	CDS	354	glxR		COG0664	CRP-like cAMP-activated global transcriptional regulator
MNONLJBP_05770	CDS	249	secG		COG1314	putative protein-export membrane protein SecG
MNONLJBP_05771	CDS	390	glnA2_2	6.3.1.2	COG0174	Glutamine synthetase
MNONLJBP_05772	CDS	327				hypothetical protein
MNONLJBP_05773	CDS	126				hypothetical protein
MNONLJBP_05774	CDS	291				hypothetical protein
MNONLJBP_05775	tRNA	74				tRNA-Gly(tcc)
MNONLJBP_05776	CDS	213				hypothetical protein
MNONLJBP_05777	CDS	198				hypothetical protein
MNONLJBP_05778	CDS	321				hypothetical protein
MNONLJBP_05779	CDS	189				hypothetical protein
MNONLJBP_05780	CDS	123				hypothetical protein
MNONLJBP_05781	CDS	129				hypothetical protein
MNONLJBP_05782	CDS	357				hypothetical protein
MNONLJBP_05783	CDS	399				hypothetical protein
MNONLJBP_05784	CDS	96				hypothetical protein
MNONLJBP_05785	CDS	303				hypothetical protein
MNONLJBP_05786	CDS	90				hypothetical protein
MNONLJBP_05787	CDS	210				hypothetical protein
MNONLJBP_05788	CDS	183				hypothetical protein
MNONLJBP_05789	CDS	129				hypothetical protein
MNONLJBP_05790	CDS	198				hypothetical protein
MNONLJBP_05791	CDS	417				hypothetical protein
MNONLJBP_05792	CDS	150				hypothetical protein
MNONLJBP_05793	CDS	246				hypothetical protein
MNONLJBP_05794	CDS	282				hypothetical protein
MNONLJBP_05795	CDS	420				hypothetical protein
MNONLJBP_05796	CDS	348	rpoC_2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
MNONLJBP_05797	CDS	252				hypothetical protein
MNONLJBP_05798	CDS	210				hypothetical protein
MNONLJBP_05799	CDS	165	malR		COG1609	HTH-type transcriptional regulator MalR
MNONLJBP_05800	CDS	255				hypothetical protein
MNONLJBP_05801	CDS	204				hypothetical protein
MNONLJBP_05802	CDS	147				hypothetical protein
MNONLJBP_05803	CDS	120				hypothetical protein
MNONLJBP_05804	CDS	291				hypothetical protein
MNONLJBP_05805	CDS	246				hypothetical protein
MNONLJBP_05806	CDS	276				hypothetical protein
MNONLJBP_05807	CDS	219				hypothetical protein
MNONLJBP_05808	CDS	264				hypothetical protein
MNONLJBP_05809	CDS	378				hypothetical protein
MNONLJBP_05810	CDS	354				hypothetical protein
MNONLJBP_05811	CDS	345				hypothetical protein
MNONLJBP_05812	CDS	186				hypothetical protein
MNONLJBP_05813	CDS	258				hypothetical protein
MNONLJBP_05814	CDS	345				hypothetical protein
MNONLJBP_05815	CDS	129				hypothetical protein
MNONLJBP_05816	CDS	150				hypothetical protein
MNONLJBP_05817	CDS	240	der_2			GTPase Der
MNONLJBP_05818	CDS	180				hypothetical protein
MNONLJBP_05819	CDS	108				hypothetical protein
MNONLJBP_05820	CDS	387				hypothetical protein
MNONLJBP_05821	CDS	321	dps	1.16.-.-	COG0783	DNA protection during starvation protein
MNONLJBP_05822	CDS	255				hypothetical protein
MNONLJBP_05823	CDS	321				hypothetical protein
MNONLJBP_05824	CDS	237				hypothetical protein
MNONLJBP_05825	CDS	282	ispD_4	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MNONLJBP_05826	CDS	423				hypothetical protein
MNONLJBP_05827	CDS	273				hypothetical protein
MNONLJBP_05828	CDS	252				hypothetical protein
MNONLJBP_05829	CDS	183	thiM	2.7.1.50		Hydroxyethylthiazole kinase
MNONLJBP_05830	CDS	234				hypothetical protein
MNONLJBP_05831	CDS	165				hypothetical protein
MNONLJBP_05832	CDS	360				hypothetical protein
MNONLJBP_05833	CDS	240	clpP1_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
MNONLJBP_05834	CDS	186				hypothetical protein
MNONLJBP_05835	CDS	189				hypothetical protein
MNONLJBP_05836	CDS	207				hypothetical protein
MNONLJBP_05837	CDS	288				hypothetical protein
MNONLJBP_05838	CDS	195				hypothetical protein
MNONLJBP_05839	CDS	129	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
MNONLJBP_05840	CDS	351	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
MNONLJBP_05841	CDS	270				hypothetical protein
MNONLJBP_05842	CDS	234				hypothetical protein
MNONLJBP_05843	CDS	429	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
MNONLJBP_05844	CDS	126				hypothetical protein
MNONLJBP_05845	CDS	423				hypothetical protein
MNONLJBP_05846	CDS	183				hypothetical protein
MNONLJBP_05847	CDS	258				hypothetical protein
MNONLJBP_05848	CDS	156				hypothetical protein
MNONLJBP_05849	CDS	249	def_2	3.5.1.88		Peptide deformylase
MNONLJBP_05850	CDS	306				hypothetical protein
MNONLJBP_05851	CDS	333				hypothetical protein
MNONLJBP_05852	CDS	312	hom_2	1.1.1.3	COG0460	Homoserine dehydrogenase
MNONLJBP_05853	CDS	279	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
MNONLJBP_05854	CDS	138				hypothetical protein
MNONLJBP_05855	tRNA	76				tRNA-His(gtg)
MNONLJBP_05856	CDS	327				hypothetical protein
MNONLJBP_05857	CDS	204				hypothetical protein
MNONLJBP_05858	CDS	252				hypothetical protein
